"城市","性别","出生年份","受教育水平","全年总收入","全年职业.劳动收入","政治面貌","住房面积","房屋产权","拥有房产数","身高","体重","户口","每周工作时间","家庭全年总收入","家庭房产数","婚姻状况","第一次结婚年份","父亲受教育程度","母亲受教育程度","结婚年龄","是否入党"
"浙江省","男",1991,"大学专科（正规高等教育）","80000","80000","群众",120,"否",0,180,130,"农业户口",45,"200000",1,"初婚有配偶",2015,"初中","初中",24,0
"浙江省","女",1963,"中专","100000","50000","群众",73,"是",2,160,112,"居民户口（以前是非农业户口）",0,"500000",2,"初婚有配偶",1987,"小学","初中",24,0
"浙江省","女",1987,"大学专科（正规高等教育）","0","0","群众",80,"是",2,164,104,"非农业户口",0,"300000",2,"初婚有配偶",2010,"初中","普通高中",23,0
"浙江省","男",1964,"中专","60000","36000","群众",40,"否",0,180,120,"居民户口（以前是非农业户口）",40,"60000",1,"离婚",1992,"不知道","私塾、扫盲班",28,0
"浙江省","女",1983,"初中","20000","20000","群众",100,"否",0,163,126,"农业户口",70,"100000",1,"初婚有配偶",2004,"小学","小学",21,0
"浙江省","女",1965,"小学","0","0","群众",100,"否",0,160,130,"农业户口",0,"10000",1,"初婚有配偶",1987,"不知道","不知道",22,0
"浙江省","女",1935,"没有受过任何教育","24000","0","群众",120,"否",0,165,120,"农业户口",0,"100000",1,"丧偶",1955,"没有受过任何教育","没有受过任何教育",20,0
"浙江省","男",1980,"初中","70000","70000","群众",90,"是",1,168,140,"居民户口（以前是农业户口）",60,"70000",2,"再婚有配偶",2012,"小学","小学",32,0
"浙江省","男",1984,"大学本科（正规高等教育）","200000","200000","群众",55,"是",2,166,124,"非农业户口",72,"250000",2,"初婚有配偶",2010,"小学","初中",26,0
"浙江省","男",1950,"小学","32000","0","群众",200,"否",0,177,150,"农业户口",0,"80000",1,"初婚有配偶",1971,"不知道","不知道",21,0
"浙江省","女",1964,"小学","50000","50000","群众",125,"否",0,158,120,"农业户口",16,"150000",1,"初婚有配偶",1988,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","女",1940,"小学","36000","0","群众",68,"是",1,158,98,"非农业户口",0,"7000",1,"初婚有配偶",1963,"没有受过任何教育","没有受过任何教育",23,0
"浙江省","男",1944,"大学专科（成人高等教育）","80000","0","共产党员",138,"是",1,162,125,"居民户口（以前是非农业户口）",0,"100000",1,"初婚有配偶",1971,"私塾、扫盲班","没有受过任何教育",27,0
"浙江省","女",1942,"小学","8400","0","群众",7,"否",0,160,123,"农业户口",0,"8400",0,"丧偶",1963,"小学","没有受过任何教育",21,0
"浙江省","女",1962,"普通高中","36000","0","群众",60,"否",0,160,120,"居民户口（以前是非农业户口）",0,"60000",0,"初婚有配偶",1988,"小学","没有受过任何教育",26,0
"浙江省","女",1946,"小学","30000","30000","群众",51,"否",0,155,94,"居民户口（以前是农业户口）",0,"50000",1,"丧偶",1965,"没有受过任何教育","没有受过任何教育",19,0
"浙江省","女",1982,"大学专科（正规高等教育）","60000","60000","群众",9998,"否",0,165,116,"居民户口（以前是农业户口）",40,"120000",1,"初婚有配偶",2006,"普通高中","普通高中",24,0
"浙江省","女",1963,"小学","不知道","不知道","群众",54,"否",0,158,100,"农业户口",0,"30000",1,"初婚有配偶",1983,"不知道","没有受过任何教育",20,0
"浙江省","女",1969,"小学","30000","30000","群众",15,"是",1,163,130,"农业户口",84,"60000",1,"初婚有配偶",1989,"没有受过任何教育","没有受过任何教育",20,0
"浙江省","男",1971,"普通高中","0","0","群众",20,"是",1,150,92,"居民户口（以前是农业户口）",0,"不知道",1,"再婚有配偶",2000,"没有受过任何教育","没有受过任何教育",29,0
"浙江省","男",1945,"小学","0","0","群众",200,"否",0,169,145,"农业户口",0,"不知道",1,"丧偶",1967,"不知道","不知道",22,0
"浙江省","女",1988,"大学本科（正规高等教育）","0","0","共产党员",60,"是",1,160,94,"农业户口",0,"700000",1,"初婚有配偶",2013,"初中","初中",25,0
"浙江省","男",1974,"初中","150000","150000","群众",85,"是",1,168,150,"农业户口",60,"180000",1,"初婚有配偶",2002,"没有受过任何教育","私塾、扫盲班",28,0
"浙江省","男",1961,"初中","50000","50000","群众",82,"否",0,173,116,"居民户口（以前是非农业户口）",0,"80000",1,"同居",2004,"小学","小学",43,0
"浙江省","男",1963,"初中","500000","500000","群众",500,"否",0,178,172,"农业户口",70,"570000",1,"初婚有配偶",1985,"小学","没有受过任何教育",22,0
"浙江省","男",1967,"初中","30000","30000","群众",9998,"否",0,165,110,"农业户口",40,"100000",1,"初婚有配偶",1997,"小学","没有受过任何教育",30,0
"浙江省","男",1993,"大学本科（正规高等教育）","80000","80000","共产党员",20,"是",1,173,150,"农业户口",45,"100000",2,"初婚有配偶",2017,"初中","普通高中",24,0
"浙江省","女",1956,"初中","20400","0","群众",150,"是",1,160,135,"居民户口（以前是农业户口）",0,"50800",1,"初婚有配偶",1981,"小学","没有受过任何教育",25,0
"浙江省","男",1976,"初中","150000","150000","群众",420,"否",0,170,150,"农业户口",42,"250000",1,"初婚有配偶",2001,"小学","小学",25,0
"浙江省","男",1953,"初中","42000","0","群众",120,"否",0,170,130,"居民户口（以前是农业户口）",0,"不知道",0,"初婚有配偶",1979,"没有受过任何教育","没有受过任何教育",26,0
"浙江省","女",1970,"初中","0","0","群众",40,"是",1,166,150,"农业户口",0,"50000",1,"初婚有配偶",1992,"没有受过任何教育","没有受过任何教育",22,0
"浙江省","男",1981,"职业高中","50000","50000","群众",120,"否",0,173,140,"非农业户口",40,"100000",1,"初婚有配偶",2005,"小学","初中",24,0
"浙江省","女",1974,"中专","70000","70000","群众",83,"是",1,160,106,"非农业户口",40,"160000",1,"初婚有配偶",2001,"没有受过任何教育","没有受过任何教育",27,0
"浙江省","女",1973,"大学专科（成人高等教育）","80000","80000","群众",95,"是",1,156,125,"农业户口",48,"180000",3,"初婚有配偶",2002,"中专","小学",29,0
"浙江省","男",1958,"初中","30000","30000","共产党员",120,"是",1,174,146,"农业户口",20,"100000",1,"初婚有配偶",1984,"不知道","不知道",26,0
"浙江省","女",1983,"职业高中","0","0","群众",100,"是",1,160,108,"农业户口",0,"200000",1,"初婚有配偶",2006,"小学","没有受过任何教育",23,0
"浙江省","男",1982,"初中","60000","60000","群众",15,"是",1,160,135,"农业户口",35,"60000",1,"初婚有配偶",2012,"私塾、扫盲班","私塾、扫盲班",30,0
"浙江省","女",1981,"初中","10000","10000","群众",60,"否",0,160,85,"农业户口",0,"不知道",1,"再婚有配偶",2014,"普通高中","小学",33,0
"浙江省","女",1978,"大学专科（成人高等教育）","0","0","群众",75,"否",0,150,130,"居民户口（以前是非农业户口）",7,"170000",1,"初婚有配偶",2013,"大学本科（正规高等教育）","初中",35,0
"浙江省","女",1958,"普通高中","30000","0","群众",60,"否",0,160,112,"居民户口（以前是非农业户口）",0,"60000",1,"初婚有配偶",1985,"小学","没有受过任何教育",27,0
"浙江省","女",1947,"初中","40000","0","群众",50,"否",0,157,118,"居民户口（以前是非农业户口）",0,"40000",1,"丧偶",1969,"普通高中","没有受过任何教育",22,0
"浙江省","女",1937,"没有受过任何教育","0","0","群众",9998,"否",0,150,998,"农业户口",0,"不知道",1,"丧偶",1954,"小学","没有受过任何教育",17,0
"浙江省","男",1989,"初中","60000","35000","群众",47,"否",0,168,135,"农业户口",56,"180000",1,"初婚有配偶",2015,"初中","初中",26,0
"浙江省","女",1976,"初中","100000","100000","群众",60,"否",0,157,100,"农业户口",84,"200000",1,"再婚有配偶",2001,"小学","初中",25,0
"浙江省","女",1958,"初中","0","0","群众",42,"是",1,160,100,"居民户口（以前是非农业户口）",0,"360000",1,"初婚有配偶",1982,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","男",1946,"大学本科（正规高等教育）","70000","0","群众",63,"否",0,166,140,"居民户口（以前是非农业户口）",0,"100000",0,"初婚有配偶",1974,"初中","小学",28,0
"浙江省","女",1945,"大学本科（正规高等教育）","60000","0","群众",60,"否",0,160,100,"居民户口（以前是农业户口）",0,"不知道",1,"丧偶",1970,"没有受过任何教育","没有受过任何教育",25,0
"浙江省","女",1935,"小学","36000","36000","群众",60,"否",0,157,110,"非农业户口",0,"不知道",1,"丧偶",1955,"小学","没有受过任何教育",20,0
"浙江省","男",1962,"普通高中","60000","60000","群众",450,"否",0,162,118,"农业户口",60,"150000",1,"初婚有配偶",1986,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","女",1966,"初中","0","0","群众",120,"否",0,164,112,"非农业户口",0,"80000",1,"初婚有配偶",1975,"不知道","小学",9,0
"浙江省","女",1977,"小学","30000","30000","群众",64,"是",1,155,112,"农业户口",56,"60000",1,"初婚有配偶",1995,"不知道","不知道",18,0
"浙江省","男",1948,"中专","48000","0","群众",80,"是",1,162,120,"居民户口（以前是非农业户口）",0,"80000",1,"初婚有配偶",1975,"没有受过任何教育","没有受过任何教育",27,0
"浙江省","女",1969,"小学","30000","30000","群众",50,"否",0,160,117,"农业户口",0,"35000",0,"初婚有配偶",1994,"小学","不知道",25,0
"浙江省","男",1945,"小学","27000","0","群众",72,"否",0,166,140,"居民户口（以前是农业户口）",0,"27000",8,"丧偶",1969,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","女",1979,"中专","30000","30000","群众",150,"否",0,160,120,"农业户口",40,"75000",1,"初婚有配偶",2001,"小学","小学",22,0
"浙江省","女",1943,"小学","43200","0","群众",57,"否",0,155,95,"居民户口（以前是非农业户口）",0,"87600",1,"丧偶",1963,"没有受过任何教育","没有受过任何教育",20,0
"浙江省","男",1980,"大学专科（成人高等教育）","100000","100000","群众",112,"是",1,175,152,"居民户口（以前是农业户口）",48,"200000",2,"初婚有配偶",2006,"小学","小学",26,0
"浙江省","女",1955,"小学","18000","0","群众",60,"否",0,160,120,"非农业户口",0,"70000",1,"初婚有配偶",1978,"没有受过任何教育","没有受过任何教育",23,0
"浙江省","男",1949,"初中","3400","0","群众",55,"否",0,168,120,"非农业户口",0,"7000",0,"初婚有配偶",1975,"没有受过任何教育","没有受过任何教育",26,0
"浙江省","男",1962,"小学","0","0","群众",70,"是",1,169,120,"农业户口",0,"不知道",2,"初婚有配偶",1986,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","女",1956,"初中","36000","0","群众",30,"否",0,156,105,"居民户口（以前是非农业户口）",0,"85000",1,"初婚有配偶",1983,"没有受过任何教育","没有受过任何教育",27,0
"浙江省","男",1939,"小学","6540","0","群众",105,"否",0,163,160,"农业户口",0,"不知道",1,"丧偶",1959,"不知道","不知道",20,0
"浙江省","女",1937,"中专","40000","0","群众",80,"否",0,150,98,"非农业户口",0,"40000",0,"丧偶",1965,"没有受过任何教育","没有受过任何教育",28,0
"浙江省","女",1959,"普通高中","30000","0","群众",93,"否",0,159,124,"居民户口（以前是农业户口）",1,"200000",3,"初婚有配偶",1982,"不知道","没有受过任何教育",23,0
"浙江省","女",1944,"小学","36000","0","群众",52,"否",0,165,150,"非农业户口",0,"88000",1,"初婚有配偶",1968,"不知道","没有受过任何教育",24,0
"浙江省","男",1987,"中专","60000","60000","群众",138,"否",0,180,186,"居民户口（以前是农业户口）",998,"不知道",1,"初婚有配偶",2009,"初中","初中",22,0
"浙江省","男",1959,"初中","50000","50000","群众",130,"是",1,173,160,"农业户口",0,"500000",3,"初婚有配偶",1979,"不知道","不知道",20,0
"浙江省","男",1965,"初中","不适用","不适用","群众",85,"是",1,172,108,"农业户口",20,"不适用",1,"初婚有配偶",1987,"没有受过任何教育","没有受过任何教育",22,0
"浙江省","男",1974,"小学","200000","200000","群众",40,"否",0,168,145,"农业户口",56,"200000",1,"初婚有配偶",1996,"小学","小学",22,0
"浙江省","男",1935,"大学本科（正规高等教育）","36000","0","群众",48,"是",1,167,150,"非农业户口",0,"84000",1,"初婚有配偶",1963,"没有受过任何教育","没有受过任何教育",28,0
"浙江省","男",1983,"大学专科（正规高等教育）","80000","80000","群众",90,"是",1,170,160,"非农业户口",40,"120000",1,"初婚有配偶",2014,"不知道","不知道",31,0
"浙江省","男",1950,"没有受过任何教育","0","0","群众",90,"否",0,168,160,"农业户口",0,"200000",1,"丧偶",1972,"没有受过任何教育","没有受过任何教育",22,0
"浙江省","男",1976,"初中","80000","80000","群众",31,"是",1,172,130,"非农业户口",25,"600000",2,"初婚有配偶",2003,"中专","没有受过任何教育",27,0
"浙江省","男",1984,"普通高中","80000","80000","群众",78,"否",0,168,120,"农业户口",60,"110000",1,"初婚有配偶",2010,"小学","没有受过任何教育",26,0
"浙江省","女",1991,"初中","25000","25000","群众",15,"否",0,155,140,"农业户口",50,"50000",0,"初婚有配偶",2011,"小学","没有受过任何教育",20,0
"浙江省","男",1951,"小学","30000","30000","群众",450,"否",0,165,105,"农业户口",40,"300000",2,"初婚有配偶",1974,"没有受过任何教育","没有受过任何教育",23,0
"浙江省","男",1991,"中专","100000","100000","群众",90,"是",1,170,160,"农业户口",56,"100000",1,"初婚有配偶",2015,"小学","没有受过任何教育",24,0
"浙江省","女",1983,"大学本科（正规高等教育）","100000","100000","群众",60,"是",1,160,92,"非农业户口",50,"250000",1,"初婚有配偶",2010,"小学","小学",27,0
"浙江省","女",1971,"大学专科（正规高等教育）","80000","80000","共产党员",60,"是",2,157,95,"居民户口（以前是农业户口）",55,"200000",3,"初婚有配偶",1996,"没有受过任何教育","没有受过任何教育",25,0
"浙江省","女",1967,"普通高中","30000","30000","群众",129,"是",1,165,130,"居民户口（以前是非农业户口）",42,"70000",2,"初婚有配偶",1992,"小学","小学",25,0
"浙江省","女",1949,"没有受过任何教育","18200","18000","群众",110,"否",0,155,110,"农业户口",48,"120000",1,"丧偶",1970,"不知道","不知道",21,0
"浙江省","女",1978,"初中","35000","35000","群众",140,"否",0,158,110,"农业户口",40,"80000",2,"初婚有配偶",2001,"小学","初中",23,0
"浙江省","女",1969,"初中","24000","24000","群众",100,"否",0,150,100,"农业户口",65,"50000",1,"初婚有配偶",1994,"没有受过任何教育","小学",25,0
"浙江省","女",1951,"没有受过任何教育","660","0","群众",50,"是",1,148,80,"农业户口",0,"不知道",1,"初婚有配偶",1970,"小学","小学",19,0
"浙江省","女",1965,"小学","30000","30000","群众",200,"否",0,165,120,"农业户口",60,"150000",1,"初婚有配偶",1990,"没有受过任何教育","没有受过任何教育",25,0
"浙江省","男",1945,"中专","60000","不适用","群众",55,"否",0,176,180,"居民户口（以前是非农业户口）",0,"60000",0,"丧偶",1976,"私塾、扫盲班","没有受过任何教育",31,0
"浙江省","女",1955,"小学","5000","0","共青团员",9998,"否",0,158,110,"农业户口",0,"50000",0,"初婚有配偶",1980,"私塾、扫盲班","没有受过任何教育",25,0
"浙江省","女",1967,"小学","10000","10000","群众",90,"否",0,158,124,"农业户口",42,"40000",1,"初婚有配偶",1982,"小学","小学",15,0
"浙江省","女",1976,"初中","0","0","群众",128,"否",0,158,104,"非农业户口",0,"50000",1,"初婚有配偶",2000,"没有受过任何教育","小学",24,0
"浙江省","男",1964,"中专","500000","500000","共产党员",100,"是",2,178,136,"居民户口（以前是农业户口）",40,"1000000",5,"初婚有配偶",1988,"小学","小学",24,0
"浙江省","女",1966,"初中","20000","20000","群众",100,"否",0,160,96,"非农业户口",42,"20000",0,"离婚",1985,"小学","小学",19,0
"浙江省","女",1952,"没有受过任何教育","19200","0","群众",180,"否",0,160,133,"农业户口",0,"19200",2,"初婚有配偶",1970,"没有受过任何教育","没有受过任何教育",18,0
"浙江省","男",1958,"初中","0","0","群众",23,"否",0,174,120,"居民户口（以前是非农业户口）",0,"0",0,"离婚",1986,"没有受过任何教育","没有受过任何教育",28,0
"浙江省","女",1945,"初中","40000","0","群众",31,"是",1,163,115,"非农业户口",0,"80000",1,"初婚有配偶",1972,"没有受过任何教育","没有受过任何教育",27,0
"浙江省","男",1988,"大学专科（正规高等教育）","1000000","1000000","共产党员",90,"是",4,175,110,"居民户口（以前是农业户口）",48,"1000000",4,"初婚有配偶",2012,"没有受过任何教育","小学",24,0
"浙江省","女",1996,"普通高中","30000","30000","群众",92,"否",0,158,67,"农业户口",70,"不知道",1,"初婚有配偶",2017,"小学","小学",21,0
"浙江省","女",1946,"初中","12000","0","群众",54,"否",0,162,119,"居民户口（以前是农业户口）",0,"12000",1,"丧偶",1969,"私塾、扫盲班","私塾、扫盲班",23,0
"浙江省","女",1955,"小学","20400","0","群众",150,"否",0,158,138,"农业户口",0,"30000",2,"初婚有配偶",1979,"不知道","小学",24,0
"浙江省","男",1967,"初中","60000","60000","群众",390,"否",0,164,130,"非农业户口",48,"100000",1,"初婚有配偶",1997,"不知道","不知道",30,0
"浙江省","男",1994,"初中","100000","100000","群众",70,"否",0,182,120,"农业户口",54,"100000",2,"初婚有配偶",2013,"小学","小学",19,0
"浙江省","男",1943,"初中","36000","0","共产党员",70,"是",1,160,120,"非农业户口",0,"60000",1,"初婚有配偶",1970,"私塾、扫盲班","没有受过任何教育",27,0
"浙江省","男",1961,"初中","20000","20000","群众",10,"是",1,167,160,"农业户口",56,"30000",1,"初婚有配偶",1985,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","男",1982,"大学本科（正规高等教育）","150000","100000","群众",140,"是",1,170,160,"居民户口（以前是非农业户口）",60,"200000",2,"初婚有配偶",2009,"初中","普通高中",27,0
"浙江省","男",1973,"小学","150000","150000","群众",500,"否",0,180,136,"非农业户口",10,"180000",1,"初婚有配偶",2000,"没有受过任何教育","没有受过任何教育",27,0
"浙江省","女",1979,"小学","20000","20000","群众",95,"否",0,158,130,"农业户口",48,"700000",1,"初婚有配偶",1998,"小学","初中",19,0
"浙江省","男",1954,"没有受过任何教育","28080","9600","群众",54,"否",0,165,135,"居民户口（以前是农业户口）",0,"72000",1,"初婚有配偶",1977,"没有受过任何教育","没有受过任何教育",23,0
"浙江省","女",1987,"大学本科（正规高等教育）","60000","60000","共产党员",120,"是",4,150,80,"非农业户口",48,"150000",4,"离婚",2009,"小学","小学",22,0
"浙江省","男",1958,"小学","0","0","共产党员",138,"否",0,167,136,"居民户口（以前是农业户口）",0,"不知道",0,"初婚有配偶",1985,"没有受过任何教育","没有受过任何教育",27,0
"浙江省","女",1941,"初中","0","22800","群众",113,"是",1,151,120,"非农业户口",0,"拒绝回答",98,"初婚有配偶",1962,"私塾、扫盲班","没有受过任何教育",21,0
"浙江省","女",1988,"大学本科（正规高等教育）","35000","35000","群众",93,"否",0,158,72,"居民户口（以前是非农业户口）",45,"200000",0,"初婚有配偶",2016,"初中","初中",28,0
"浙江省","男",1941,"小学","42000","0","群众",50,"否",0,170,130,"居民户口（以前是非农业户口）",0,"42000",0,"丧偶",1963,"不知道","不知道",22,0
"浙江省","女",1967,"小学","0","0","群众",20,"否",0,150,160,"农业户口",40,"10000",0,"初婚有配偶",1985,"小学","没有受过任何教育",18,0
"浙江省","男",1983,"初中","100000","100000","群众",70,"否",0,173,150,"农业户口",84,"150000",0,"初婚有配偶",2007,"小学","没有受过任何教育",24,0
"浙江省","男",1950,"初中","40000","0","群众",75,"否",0,170,130,"居民户口（以前是非农业户口）",0,"200000",1,"初婚有配偶",1982,"没有受过任何教育","没有受过任何教育",32,0
"浙江省","女",1956,"没有受过任何教育","0","0","群众",95,"否",0,156,120,"农业户口",0,"20000",1,"初婚有配偶",1980,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","女",1959,"初中","36000","0","群众",45,"是",1,155,96,"非农业户口",0,"150000",1,"初婚有配偶",1982,"没有受过任何教育","没有受过任何教育",23,0
"浙江省","女",1992,"大学专科（成人高等教育）","60000","60000","群众",59,"是",1,156,130,"非农业户口",40,"170000",1,"初婚有配偶",2017,"小学","初中",25,0
"浙江省","女",1956,"小学","19000","0","群众",87,"是",1,158,130,"农业户口",0,"200000",2,"初婚有配偶",1980,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","女",1992,"职业高中","不适用","不适用","群众",9998,"否",0,162,90,"农业户口",40,"200000",1,"初婚有配偶",2016,"小学","小学",24,0
"浙江省","男",1966,"初中","3000","0","群众",300,"否",0,170,140,"农业户口",0,"不知道",1,"初婚有配偶",1991,"小学","没有受过任何教育",25,0
"浙江省","女",1929,"没有受过任何教育","0","0","群众",60,"否",0,150,80,"农业户口",0,"不知道",1,"丧偶",1949,"不知道","不知道",20,0
"浙江省","女",1940,"初中","36000","0","群众",32,"否",0,166,74,"居民户口（以前是非农业户口）",0,"120000",0,"初婚有配偶",1951,"私塾、扫盲班","私塾、扫盲班",11,0
"浙江省","男",1944,"大学专科（正规高等教育）","80000","0","共产党员",50,"是",1,165,110,"居民户口（以前是非农业户口）",0,"120000",2,"初婚有配偶",1974,"不知道","没有受过任何教育",30,0
"浙江省","男",1988,"普通高中","70000","70000","群众",130,"否",0,170,120,"农业户口",56,"120000",1,"初婚有配偶",2012,"初中","小学",24,0
"浙江省","女",1950,"小学","10000","0","群众",210,"否",0,150,90,"农业户口",0,"60000",1,"初婚有配偶",1971,"私塾、扫盲班","没有受过任何教育",21,0
"浙江省","女",1946,"小学","20000","20000","群众",560,"否",0,160,90,"农业户口",0,"60000",1,"初婚有配偶",1964,"不知道","不知道",18,0
"浙江省","女",1958,"初中","37200","0","共产党员",35,"是",1,158,126,"非农业户口",0,"157200",2,"初婚有配偶",1982,"没有受过任何教育","没有受过任何教育",24,0
"浙江省","女",1974,"初中","25000","25000","群众",20,"是",1,155,98,"居民户口（以前是农业户口）",48,"40000",1,"初婚有配偶",1999,"小学","小学",25,0
"浙江省","女",1966,"初中","0","0","群众",9998,"否",0,152,106,"农业户口",0,"不知道",1,"丧偶",1988,"小学","没有受过任何教育",22,0
"浙江省","女",1976,"初中","50000","50000","群众",56,"是",2,156,120,"居民户口（以前是非农业户口）",40,"50000",2,"离婚",1996,"普通高中","初中",20,0
"浙江省","男",1951,"小学","20000","8000","群众",12,"是",1,168,136,"农业户口",0,"20000",1,"丧偶",1971,"没有受过任何教育","没有受过任何教育",20,0
"浙江省","女",1968,"小学","70000","70000","群众",30,"是",1,160,130,"农业户口",119,"150000",1,"初婚有配偶",1996,"没有受过任何教育","没有受过任何教育",28,0
"浙江省","女",1965,"小学","0","0","群众",110,"否",0,156,120,"农业户口",0,"不知道",1,"初婚有配偶",1986,"没有受过任何教育","没有受过任何教育",21,0
"浙江省","男",1971,"小学","55000","55000","群众",70,"否",0,165,120,"农业户口",63,"80000",1,"初婚有配偶",2001,"小学","没有受过任何教育",30,0
"浙江省","女",1969,"小学","30000","30000","群众",30,"是",1,159,125,"农业户口",80,"50000",1,"初婚有配偶",2000,"不知道","不知道",31,0
"浙江省","女",1981,"初中","30000","30000","群众",140,"否",0,165,120,"居民户口（以前是农业户口）",50,"100000",1,"初婚有配偶",2000,"小学","没有受过任何教育",19,0
"浙江省","男",1976,"初中","85000","85000","群众",20,"是",1,170,110,"农业户口",105,"115000",1,"初婚有配偶",1998,"小学","小学",22,0
"浙江省","女",1956,"没有受过任何教育","12000","0","群众",120,"否",0,157,100,"农业户口",0,"150000",2,"初婚有配偶",1982,"没有受过任何教育","没有受过任何教育",26,0
"浙江省","女",1959,"小学","0","0","群众",18,"否",0,150,120,"农业户口",0,"60000",1,"初婚有配偶",1984,"没有受过任何教育","没有受过任何教育",25,0
"浙江省","男",1974,"初中","23000","23000","群众",15,"是",1,169,150,"农业户口",48,"30000",1,"初婚有配偶",1996,"小学","小学",22,0
"浙江省","男",1960,"小学","36000","36000","群众",20,"是",1,160,130,"农业户口",63,"36000",1,"丧偶",1987,"没有受过任何教育","没有受过任何教育",27,0
"浙江省","女",1954,"初中","25000","0","群众",60,"否",0,154,90,"非农业户口",0,"不知道",1,"初婚有配偶",1975,"小学","小学",21,0
"浙江省","女",1941,"没有受过任何教育","1800","0","群众",110,"否",0,155,105,"农业户口",0,"4000",0,"丧偶",1958,"没有受过任何教育","没有受过任何教育",17,0
"浙江省","女",1990,"小学","24000","24000","群众",20,"否",0,168,130,"农业户口",54,"40000",0,"初婚有配偶",2010,"小学","小学",20,0
"浙江省","男",1992,"小学","80000","80000","群众",9998,"是",2,172,120,"农业户口",56,"150000",2,"初婚有配偶",2015,"没有受过任何教育","没有受过任何教育",23,0
"浙江省","女",1968,"没有受过任何教育","0","0","群众",100,"否",0,160,140,"农业户口",70,"100000",1,"初婚有配偶",1999,"不知道","不知道",31,0
"浙江省","女",1969,"小学","0","0","群众",120,"否",0,160,120,"农业户口",0,"100000",1,"初婚有配偶",1989,"没有受过任何教育","没有受过任何教育",20,0
"浙江省","女",1983,"大学本科（正规高等教育）","200000","200000","共产党员",300,"否",0,157,105,"农业户口",15,"800000",1,"初婚有配偶",2015,"普通高中","小学",32,0
"浙江省","男",1980,"初中","30000","30000","群众",420,"否",0,168,134,"农业户口",70,"不知道",1,"初婚有配偶",2008,"初中","没有受过任何教育",28,0
"安徽省","女",1964,"没有受过任何教育","20000","20000","群众",200,"否",0,160,110,"农业户口",40,"20000",2,"初婚有配偶",1982,"初中","小学",18,0
"安徽省","女",1966,"小学","7000","7000","群众",9998,"否",0,150,115,"农业户口",0,"不知道",1,"初婚有配偶",1986,"不知道","小学",20,0
"安徽省","女",1950,"小学","30000","30000","群众",236,"否",0,167,130,"农业户口",0,"不知道",1,"初婚有配偶",1971,"没有受过任何教育","没有受过任何教育",21,0
"安徽省","女",1948,"小学","6600","0","群众",300,"是",1,159,120,"居民户口（以前是农业户口）",0,"120000",1,"初婚有配偶",1974,"没有受过任何教育","没有受过任何教育",26,0
"安徽省","女",1946,"小学","0","0","群众",140,"否",0,158,70,"居民户口（以前是农业户口）",0,"48000",1,"初婚有配偶",1968,"大学本科（正规高等教育）","没有受过任何教育",22,0
"安徽省","女",1962,"初中","4000","6000","群众",140,"是",1,163,144,"农业户口",32,"10000",1,"初婚有配偶",1987,"没有受过任何教育","没有受过任何教育",25,0
"安徽省","女",1994,"普通高中","0","0","群众",500,"是",1,171,120,"非农业户口",0,"130000",1,"初婚有配偶",2014,"初中","初中",20,0
"安徽省","女",1969,"小学","不知道","不知道","群众",30,"是",1,158,140,"农业户口",112,"不知道",1,"初婚有配偶",1999,"小学","没有受过任何教育",30,0
"安徽省","女",1973,"大学专科（正规高等教育）","60000","50000","共产党员",80,"是",1,150,100,"居民户口（以前是非农业户口）",40,"100000",1,"初婚有配偶",1998,"小学","小学",25,0
"安徽省","女",1944,"没有受过任何教育","1000","1000","群众",260,"否",0,157,130,"农业户口",35,"20000",2,"丧偶",1964,"没有受过任何教育","没有受过任何教育",20,0
"安徽省","女",1974,"小学","0","0","群众",110,"否",0,156,110,"农业户口",0,"60000",1,"初婚有配偶",1998,"小学","小学",24,0
"安徽省","女",1971,"没有受过任何教育","2000","2000","群众",60,"是",1,157,120,"农业户口",0,"5000",1,"初婚有配偶",1991,"不知道","没有受过任何教育",20,0
"安徽省","女",1964,"初中","24000","24000","群众",200,"是",1,160,110,"居民户口（以前是农业户口）",64,"80000",1,"初婚有配偶",1988,"初中","初中",24,0
"安徽省","女",1974,"小学","40000","40000","群众",200,"否",0,160,110,"农业户口",50,"80000",1,"初婚有配偶",1995,"小学","私塾、扫盲班",21,0
"安徽省","男",1940,"没有受过任何教育","2000","0","群众",120,"否",0,150,118,"农业户口",0,"20000",1,"丧偶",1962,"没有受过任何教育","没有受过任何教育",22,0
"安徽省","女",1998,"普通高中","不知道","不知道","共青团员",200,"否",0,168,116,"农业户口",0,"不知道",1,"初婚有配偶",2017,"初中","小学",19,0
"安徽省","女",1956,"小学","3500","3500","群众",105,"否",0,158,120,"农业户口",40,"10000",0,"初婚有配偶",1978,"没有受过任何教育","没有受过任何教育",22,0
"安徽省","男",1969,"初中","100000","100000","群众",60,"是",2,168,140,"居民户口（以前是农业户口）",48,"250000",2,"初婚有配偶",1993,"不知道","小学",24,0
